product_title,product_rating,total_reviews,purchased_last_month,discounted_price,original_price,product_category,discount_percentage
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB Docking Station Set), Intel UHD Graphics, 720p Webcam, Wi-Fi, 1 Year Office 365, Win 11 S, Silver",4.2,1245,3000,309,399,Laptops,22.56
"3M N95 Respirator 8511, Cool Flow Valve, 10 Pack, NIOSH-APPROVED, Advanced Filter Media For Easy Breathing, Comfortable For Long Periods Of Wear, Helps Filter Pollen, Mold Spores & Dust (8511PB1-A-PS)",4.6,15567,10000,20.53,21.99,Other Electronics,6.64
"Amazon Basics Sturdy and Portable Ergonomic Laptop Stand for Desk, Adjustable Riser, Fits all Laptops and Notebooks up to 17.3 Inch, Silver, 10 x 8.7 x 6 in",4.6,2131,10000,24.22,29.96,Laptops,19.16
"Duracell - CopperTop AA Alkaline Batteries - Long Lasting, All-Purpose Double A Battery for Household and Business, 4 Batteries, Power Remotes, Toys, and More, Reliable and Trustworthy",4.8,8085,30000,4.97,6.59,Power & Batteries,24.58
"TP-Link AXE5400 Tri-Band WiFi 6E Router (Archer AXE75)- Gigabit Wireless Internet for Gaming, VPN, OneMesh, WPA3",4.3,4388,6000,149.99,199.99,Networking,25
"Canon PG-275 Genuine Black Ink Cartridge, Compatible with TS3520/3522, TR4720/4722, TS3720/3722",4.6,12469,10000,16.99,17.99,Cameras,5.56
"Skullcandy Jib Wired Earbuds with 3.5mm Plug, Noise Isolating Fit, Built-In Microphone Call and Track Control, Convenient for Travel - Black",4.4,16532,10000,7.41,9.99,Phones,25.83
"HP 65XL Black High-yield Ink Cartridge for HP Printers | Works with Printer Series: AMP 100, DeskJet 2600, 3700; ENVY 5000 | Eligible for Instant Ink | N9K04AN",4.7,28920,10000,45.89,45.89,Laptops,0
"DJI Osmo Mobile SE, 3-Axis Phone Gimbal for iPhone, Android, Built-in Tripod, Selfie Stick, Gimbal Stabilizer for iphone, Andriod, ActiveTrack 6.0, Vlogging Stabilizer for Youtube, TikTok, Travel",4.5,10065,8000,65,69,Phones,5.8
"ASUS The SFF-Ready Prime GeForce RTXâ„¢ 5070 12GB GDDR7 Graphics Card (PCIeÂ® 5.0, 12GB GDDR7, HDMIÂ®/DP 2.1, 2.5-Slot, Axial-tech Fans, Dual BIOS)",4.6,1228,2000,549.99,609.99,Laptops,9.84
"Soundcore P30i by Anker Noise Cancelling Earbuds, Strong and Smart Noise Cancelling, Powerful Bass, 45H Playtime, 2-in-1 Case and Phone Stand, IP54, Wireless Earbuds, Bluetooth 5.4 (Black)",4.4,11806,10000,25.07,25.07,Laptops,0
"HP 414A Yellow Toner Cartridge | Works with HP Color LaserJet Enterprise M455dn, MFP M480f; HP Color LaserJet Pro M454 Series, HP Color LaserJet Pro MFP M479 Series | W2022A",4.8,2169,4000,150.89,150.89,Laptops,0
"Texas Instruments BA II Plus Financial Calculator, Black Medium",4.6,21257,7000,32.99,41.81,Other Electronics,21.1
CORSAIR VENGEANCE LPX DDR4 RAM 32GB (2x16GB) 3200MHz CL16-20-20-38 1.35V Intel AMD Desktop Computer Memory - Black (CMK32GX4M2E3200C16),4.8,17000,7000,78.99,88.99,Laptops,11.24
"Brother HL-L2460DW Wireless Compact Monochrome Laser Printer with Duplex, Mobile Printing, Black & White Output | Includes Refresh Subscription Trial(1), Works with Alexa",4.1,1742,4000,179.99,179.99,Smart Home,0
"NETGEAR Nighthawk Modem Router Combo (CAX30) DOCSIS 3.1 Cable Modem and WiFi 6 Router - AX2700 2.7 Gbps - Compatible with Xfinity, Spectrum, Cox, and More - Gigabit Wireless Internet",4.4,743,4000,179,179,Chargers & Cables,0
"HP 218X Black High-Yield Toner Cartridge | Works with Color Laserjet Pro 3201, MFP 3301 Series | W2180X",4.7,297,5000,112.99,112.99,Laptops,0
"Dell 27 Plus 4K Monitor - S2725QS - 27-inch 4K (3840 x 2160) 120Hz 16:9 Display, IPS Panel, AMD FreeSync Premium, sRGB 99%, Integrated Speakers, 1500:1 Contrast Ratio, Comfortview Plus - Ash White",4.3,423,3000,246.52,246.52,Laptops,0
JBL Charge 4 - Waterproof Portable Bluetooth Speaker - Black,4.7,56528,5000,109.95,109.95,Speakers,0
"Fujifilm INSTAX Mini Instant Film 2 Pack = 20 Sheets (White) for Fujifilm Mini 8 & Mini 9 Cameras, Model:4332059078",4.7,27637,10000,24.48,29.99,Cameras,18.37
"Pendaflex File Folders, Letter Size, 1/3 Cut, Manila, 250 per Box (752250)",4.8,4725,9000,26.5,29.73,Other Electronics,10.86
Apple USB-C to Lightning Cable (2 m),4.7,6753,10000,19.66,19.66,Chargers & Cables,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300â„¢ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,,179.99,179.99,Speakers,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,,85.99,85.99,TV & Display,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,69.95,Cameras,0
Apple MagSafe Charger (1 m): Wireless Charger with Fast-Charging Capability,4.5,3060,10000,28.49,28.49,Chargers & Cables,0
"Dell Inspiron Touchscreen Laptop, 15.6"" Business & Student Laptop Computer, Windows 11 Pro Laptop 32GB RAM 1TB SSD, Intel i5-1155G7 Processor, Full HD IPS Display, Numeric Keypad, HDMI, Carbon Black",4.2,647,2000,523.99,523.99,Laptops,0
"Amazon Basics 8-Pack Rechargeable AA NiMH Batteries, 2000 mAh, 1.2V, Recharge up to 1000x Times, Pre-Charged",4.4,167901,10000,9.83,11.22,Power & Batteries,12.39
"Logitech ERGO K860 Wireless Ergonomic Keyboard - Split Keyboard, Wrist Rest, Natural Typing, Stain-Resistant Fabric, Bluetooth and USB Connectivity, Compatible with Windows/Mac, Black",4.5,7601,4000,105.26,105.26,Chargers & Cables,0
"HP 62XL Tri-color High-yield Ink Cartridge | Works with Printer Series: ENVY 5540, 5640, 5660, 7640; OfficeJet 5740, 8040; OfficeJet Mobile 200, 250 | Eligible for Instant Ink | C2P07AN",4.7,17227,7000,64.89,64.89,Laptops,0
"SAMSUNG 32-Inch Class Full HD F6000 Smart TV (2025 Model) HDR, Object Tracking Sound Lite, Knox Security, One UI Tizen, Smart TV",4.3,590,4000,177.99,177.99,Phones,0
"Xbox Elite Series 2 Core Wireless Gaming Controller â€“ Black â€“ Xbox Series X|S, Xbox One, Windows PC, Android, and iOS",4.3,44602,,,,Laptops,
"Energizer D Batteries, D Cell Battery Premium Alkaline, 8 Count",4.8,27900,10000,14.97,19.98,Power & Batteries,25.08
"Canon PG-243 / CL-244 Genuine Ink Value Pack (2 Cartridges), Compatible with iP2820, MX492, MG2420/2520/2920/2922/2924/3020/2522/2525, TS3120/302/302a/202/4520/3320",4.6,69726,9000,33.29,35.99,Cameras,7.5
"iOttie Easy One Touch Signature Dashboard & Windshield Universal Car Mount Phone Holder Desk Stand with Suction Cup Base and Telescopic Arm for iPhone, Samsung, Google, More Smartphones",4.4,139913,10000,18.99,24.95,Phones,23.89
"Bose TV Speaker - Soundbar for TV with Bluetooth and HDMI-ARC Connectivity, Black, Includes Remote Control",4.3,12822,3000,258,258,TV & Display,0
"Samsung EVO Select microSD Memory Card + Adapter, 1TB microSDXC, Up-to 160 MB/s, 4K UHD, UHS-I, C10, U3, V30, A2, for Mobile Phone, Smartphones, Nintendo-Switch, and Tablets (MB-ME1T0SA/AM)",4.7,96854,8000,74.99,74.99,Phones,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"TRANSFORMERS Wearable Bluetooth Speaker Clip On Mini Portable Bluetooth Speaker IPX5 with Mic for Calls and Music 15H Long Playtime Outdoor Suitable Travel Working,Biking,Running,Black Optimus Prime",4.5,28,,21.99,21.99,Speakers,0
"Lexar 2TB ES3 Portable SSD, Up to 1050MB/s Read & 1000MB/s Write, Compatible with PC & Mac, Tablets, Smartphones, External Solid State Drive, Silver (LES3XXX002T-RNSAU)",4.5,198,200,119.99,159.99,Phones,25
"CyberPower CP1500AVRLCD3 Intelligent LCD UPS System, 1500VA/900W, 12 Outlets, 2 USB Ports, AVR, Mini Tower, Black",4.5,7846,3000,174.99,174.99,Laptops,0
"KODAK PIXPRO Friendly Zoom FZ45-BK 16MP Digital Camera with 4X Optical Zoom 27mm Wide Angle and 2.7"" LCD Screen (Black)",4.2,3651,6000,99.99,129.99,Cameras,23.08
"HP 68 Black/Tri-Color Ink Cartridges (2-Pack) | Works Envy 6100e, 6500e Series | Eligible for Instant Ink | 6L6S2TN",4.6,510,7000,50.92,64.85,Laptops,21.48
"Amazon Basics Adjustable Folding Guitar Stand, A-shape, Fully Assembled - For School Music Program, Concerts & Multiple Users, Black, 8.66 x 15.16 x 3.74 inches",4.8,61748,10000,14.99,14.99,TV & Display,0
"Sceptre Curved 27"" FHD 1080p 75Hz LED Monitor HDMI VGA Build-In Speakers, EDGE-LESS Metal Black 2019 (C275W-1920RN)",4.6,14186,4000,92.97,139.97,TV & Display,33.58
"Epson EcoTank Photo ET-8550 Wireless Wide-Format All-in-One Supertank Printer with Scanner, Copier, Ethernet and 4.3-inch Color Touchscreen, Large, White",4.2,1850,1000,,,TV & Display,
"WD_BLACK 2TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS200T2X0E",4.8,28135,3000,129.99,189.99,Storage,31.58
"Kasa Smart Indoor Pan-Tilt Home Security Camera, 1080p HD Dog Camera w/Night Vision, Motion Detection for Baby & Pet Monitor, Cloud & SD Card Storage, Works w/ Alexa & Google Home, 2.4G WiFi (EC71)",4.4,38090,10000,21.99,24.99,Cameras,12
"Brother Genuine TN2294PK Standard Yield 4-Pack Printer Toner Cartridges - Black, Cyan, Magenta, Yellow Toner Multipack",4.5,490,2000,286.99,286.99,Printers & Scanners,0
"Skylight Frame â€“ WiFi Digital Picture Frame Customer Support, Touch Screen Digital Photo Frame with Easy Setup, Photo Gifts for Parents and Grandparents - 10 Inch Black",4.7,24816,4000,139.99,159,TV & Display,11.96
"Hisense 32-Inch Class A4 Series FHD 1080p Smart Fire TV (32A4NF, 2025 Model) - DTS Virtual: X, Slim Bezel Design, Alexa Built in",4.4,526,4000,97.99,119.99,Smart Home,18.33
"Turtle Beach Stealth 600 Wireless Multiplatform Amplified Gaming Headset for Xbox Series X|S, Xbox One, PC, PS5, PS4, & Mobile â€“ Bluetooth, 80-Hr Battery, Noise-Cancelling Mic â€“ Black",4.3,3340,6000,98.74,98.74,Headphones,0
Escort MAX 360c Radar Detector with Extra Mount & OBDII Cord Bundle,4.4,1465,50,569.95,569.95,Other Electronics,0
"RCA 10.1"" WiFi Digital Picture Frame Uhale App Photo Frames Electronic HD IPS Touch Screen Display with 32GB Memory LED Lights, Support USB/SD Card, Slideshow, Instantly Share Photos Videos",4,5,,59.99,79.99,Storage,25
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,,49.99,79.99,Phones,37.5
"Energizer MAX AA Batteries (16 Pack), Double A Alkaline Batteries",4.8,172,1000,16.19,16.19,Power & Batteries,0
"Belkin MagSafe-Compatible Charger, 3-in-1 Wireless Charging Station, Qi2-Certified 15W Wireless Charge for Apple iPhone 16 Series, Apple Watch, AirPods w/Non-Slip Base, 40W Included - Black",4.4,3520,1000,119.99,119.99,Phones,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"Canon PGI-280XL/CLI-281 5 Color Pack Compatible to TR8520, TR7520, TS9120 Series,TS8120 Series, TS6120 Series",4.6,10969,6000,68.45,68.45,Cameras,0
Chuckit! Ultra Ball Dog Toy - Medium Bouncy Fetch Balls For Dogs 20-60 lbs - Made from Durable Rubber - Floating Water Pet Toys - Size Medium - 2.5-inch Diameter - Pack of 2,4.8,125648,10000,14.99,14.99,Other Electronics,0
"HP 141A Black Toner Cartridge | Works with HP LaserJet M110 Series, HP LaserJet MFP M139, M140 Series | W1410A | Standard (Pack of 1)",4.6,3376,7000,61.89,61.89,Laptops,0
"JBL Clip 5 - Ultra-Portable, Waterproof & Dustproof Bluetooth Speaker, Big Pro Sound with Punchy bass, Integrated Carabiner, Up to 12 Hours of Play, Made in Part with Recycled Materials (Black)",4.8,4456,6000,49.99,49.99,TV & Display,0
"HP DeskJet 4255e Wireless All-in-One Color Inkjet Printer, Scanner, Copier, Best-for-Home, 3 Month Instant Ink Trial Included (588S6A)",3.9,4292,5000,79.19,79.19,Laptops,0
MSI Gaming GeForce RTX 3060 12GB 15 Gbps GDRR6 192-Bit HDMI/DP PCIe 4 Torx Twin Fan Ampere OC Graphics Card,4.7,4330,3000,299.99,299.99,Other Electronics,0
"Kleenex Professional Facial Tissue, Bulk (03076), 2-Ply, White, Flat Boxed Format, Designed for Business, Convenience Size (125 Tissues/Box, 12 Boxes, 1,500 Sheets/Case)",4.5,20721,9000,24.63,27.99,Other Electronics,12
HP 24mh FHD Computer Monitor with 23.8-Inch IPS Display (1080p) - Built-In Speakers and VESA Mounting - Height/Tilt Adjustment for Ergonomic Viewing - HDMI and DisplayPort - (1D0J9AA#ABA),4.6,25312,2000,129.79,129.79,Laptops,0
Ubiquiti Networks UniFi 7 Pro | WiFi 7 Access Point | US Model | PoE+ Adapter not Included (U7-Pro-US),4.6,260,3000,188,188,Chargers & Cables,0
"Energizer AAA Batteries, Max Triple A Max Battery Alkaline, 24 Count",4.8,22981,10000,13.99,21.98,Power & Batteries,36.35
"Amazon Basics 128 GB Ultra Fast USB 3.1 Flash Drive, Black",4.6,26303,10000,14.99,14.99,Storage,0
"AT&T BL102-2 DECT 6.0 2-Handset Cordless Phone for Home with Answering Machine, Call Blocking, Caller ID Announcer, Audio Assist, Intercom, and Unsurpassed Range, Silver/Black",4.3,30484,7000,49.94,59.95,Phones,16.7
"LISEN Retractable Car Charger, 69W USB C Car Accessories Adapter for iPhone 16 USB C Charger Fast Charging,Gifts for Women Men, Travel Essentials, Truck Accessories, for iPhone 16 Pro Max 15 14 13 12",4.6,10222,10000,16.99,27.99,Phones,39.3
"Turtle Beach Vulcan II TKL Pro Magnetic Mechanical RGB Gaming Keyboard â€“ Analog Hall-Effect Switches, Adjustable Actuation, Rapid Trigger, Swappable Keycaps, Tenkeyless Design, Anti-Ghosting â€“ White",4.4,139,,97.99,149.99,Gaming,34.67
"KODAK 10.1 Inch WiFi Digital Picture Frame with 32GB Storage, Electronic Smart Digital Photo Frame 1280x800 IPS Touch Screen, Auto-Rotate, Share Moments Instantly Gifts for Women Mothers Day Christmas",4.3,812,100,59.99,59.99,Storage,0
Ring Wired Doorbell Pro (newest model) â€“ Best-in-class with cutting-edge features (existing doorbell wiring required),4.5,10058,4000,195.49,195.49,Other Electronics,0
"HP Pavilion 15.6"" HD Touchscreen Anti-Glare Laptop, 16GB RAM, 1TB SSD Storage, Intel Core Processor up to 4.1GHz, Up to 11 Hours Long Battery Life, Type-C, HDMI, Windows 11 Home, Silver",4.2,1353,2000,413.99,413.99,Laptops,0
"TP-Link AC600 USB WiFi Adapter for PC (Archer T2U Plus)- Wireless Network Adapter for Desktop with 2.4GHz, 5GHz High Gain Dual Band 5dBi Antenna, Supports Win11/10/8.1/8/7/XP, Mac OS 10.9-10.14, Black",4.4,40774,10000,14.45,19.99,Chargers & Cables,27.71
"Scotch Thermal Laminator, Extra Wide 13 Inch Input, Ideal for Teachers, Small Offices, or Home (TL1302Z)",4.5,378,5000,59.99,59.99,Other Electronics,0
"Garmin Forerunner 165, Running Smartwatch, Colorful AMOLED Display, Training Metrics and Recovery Insights, Black",4.7,1224,3000,249,249,TV & Display,0
"Razer BlackShark V2 X Gaming Headset: 7.1 Surround Sound - 50mm Drivers - Memory Foam Cushion - For PC, PS4, PS5, Switch - 3.5mm Audio Jack - Black",4.4,22791,8000,39.98,59.99,Headphones,33.36
"SanDisk 512GB Ultra USB 3.0 Flash Drive - SDCZ48-512G-G46, Black",4.7,47889,8000,33.99,33.99,Storage,0
"HP 951 Cyan, Magenta, Yellow Ink Cartridges (3 pack)| Works with HP OfficeJet 8600, HP OfficeJet Pro 251dw, 276dw, 8100, 8610, 8620, 8630 Series | Eligible for Instant Ink | CR314FN, Combo 3-Pack",4.6,17904,5000,95.89,95.89,Laptops,0
"Samsung Galaxy Buds FE True Wireless Bluetooth Earbuds, Comfort and Secure in Ear Fit, Auto Switch Audio, Touch Control, Built-in Voice Assistant, Graphite [US Version, 1Yr Manufacturer Warranty]",4.3,6199,5000,69.99,99.99,Phones,30
"Texas Instruments TI-83 Plus Graphing Calculator, Gray, Standard",4.6,7948,4000,28.99,28.99,Other Electronics,0
"JBL Go 4 - Ultra-Portable, Waterproof and Dustproof Bluetooth Speaker, Big Pro Sound with Punchy bass, 7-Hour Built-in Battery, Made in Part with Recycled Materials (Black)",4.8,7882,7000,44.95,44.95,TV & Display,0
"Samsung SmartTag2 (2023) Bluetooth + UWB, IP67 Water and Dust Resistant, Findable via App, 1.5 Year Battery Life (4-Pack) - Black/White (Global Edition, No US Warranty)",4.5,5068,7000,55.14,55.14,Phones,0
"Duracell Coppertop 9V Battery, 6 Count (Pack of 1), 9 Volt Battery with Long-lasting Power, All-Purpose Alkaline 9V Battery for Household and Office Devices",4.8,5207,20000,25.47,25.47,Power & Batteries,0
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,,49.99,79.99,Phones,37.5
"Sanus Height Adjustable Speaker Stand for Sonos Era 300â„¢ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,,179.99,179.99,Speakers,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos Anywhere",4.1,264,,85.99,85.99,TV & Display,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300â„¢ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,,179.99,179.99,Speakers,0
"Legrand Wiremold RDSZCBK radiant Furniture Power Center with USB and Switch, Recessed Power Strip, 2 Outlets, Type A/C USB, 6 Foot Cord, Black",4.9,9,,97.2,139.09,Other Electronics,30.12
"Fujifilm QuickSnap Flash 400 One Time Use 35mm Camera with Flash, 27 Exposures, 4-Pack",4.6,380,5000,68.88,76.89,Cameras,10.42
"Amazon Basics 4-Pack 23A Alkaline Battery, 12 Volt, Long-Lasting Power",4.7,34376,20000,5.59,5.59,Power & Batteries,0
"Canon PIXMA TR4720 All-in-One Wireless Printer, Home Use with Auto Document Feeder, Mobile Printing and Built-in Fax, Black",4,13544,5000,74,107.99,Cameras,31.48
"Duracell 2025 Lithium Battery, 4 Count (Pack of 1) Child Safety Features, Lithium Coin Battery for Key Fob, Car Remote, and other devices, CR2025 3 Volt (3V) Cell",4.7,13367,20000,7.19,7.19,Power & Batteries,0
"TP-Link Dual-Band AX3000 Wi-Fi 6 Router Archer AX55 | Wireless Gigabit Internet Router for Home | EasyMesh Compatible | VPN Clients & Server | HomeShield, OFDMA, MU-MIMO | USB 3.0 | Secure by Design",4.4,10633,6000,89.99,89.99,Networking,0
"Apple iPhone 11, 64GB, Black - Unlocked (Renewed)",4.2,56984,3000,,,Phones,
"Sony BDP-S1700U Blu-ray DVD Player Dolby Digital TrueHD/DTS and DVD upscaling, with Included HDMI Cable, 2025 Model",4.6,130,5000,93,93,Chargers & Cables,0
"Power Strip Surge Protector 10 Ft Cord, 8 AC Outlets, 3 USB Charger(1 USB C Port), TESSAN Ultra Thin Extension Cord, Flat Plug, 900 Joules Protection, Desk Charging Station for Home, Office",4.8,12321,9000,25.64,25.64,Chargers & Cables,0
"HP OfficeJet Pro 8139e Wireless All-in-One Color Inkjet Printer, Print, scan, Copy, fax, ADF, Duplex Printing Best-for-Home Office, 1 Year Instant Ink Trial Included",3.9,1311,3000,169.99,269.99,Laptops,37.04
"WYZE Cam v4, 2.5K QHD WiFi Indoor/Outdoor Smart Home Security Camera, Pet/Baby Monitor, Motion Activated Spotlight/Siren, Color Night Vision, 2-Way Audio, Works with Alexa & Google, Free Expert Help",4.4,7755,9000,35.98,35.98,Cameras,0
"Energizer Alkaline Power D Batteries 12 Count (Pack of 1), Long-Lasting Alkaline Size D Batteries",4.7,9671,8000,18.99,23.98,Other Electronics,20.81
"TP-Link USB Bluetooth Adapter for PC - Bluetooth 5.3 Dongle Receiver, Plug and Play, Nano Design, EDR & BLE, Supports Windows 11/10/8.1/7 for Desktop, Laptop, PS5/PS4/Xbox Controller (UB500)",4.5,18726,10000,9.99,14.99,Laptops,33.36
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,69.95,Cameras,0
"Razer Seiren V3 Chroma RGB USB Microphone: Stream & Game Reactive Lighting - Tap-to-Mute Sensor - Condenser Mic - Digital Gain Limiter & Shock Absorber - PC, Discord, OBS Studio, XSplit - Quartz Pink",4.5,171,,134.39,134.39,Phones,0
"Mophie Snap+ 3-in-1 Wireless Charging Stand - MagSafe & Qi2 Certified, Compatible with iPhone 16/15/14/13/12, Apple Watch, AirPods - Multi-Device Magnetic Charging Station, Eco-Friendly Design, White",4.3,196,200,119.99,129.95,Phones,7.66
"UGREEN Revodok 105 USB C Hub 5 in 1 Multiport Adapter 4K HDMI, 100W Power Delivery, 3 USB-A Data Ports, USB C Dongle for MacBook Pro/Air, iPad Pro, iMac, iPhone 15 Pro/Pro Max, XPS, Thinkpad",4.6,19848,10000,11.99,15.99,Laptops,25.02
"Original HP 64 Tri-color / 64XL Black Ink Cartridges (2-Pack) | Works with HP ENVY Inspire 7250e, 7950e Series; HP ENVY Photo 6200, 7100, 7800 Series",4.6,2697,6000,83.89,83.89,Laptops,0
"TP-Link Deco BE63 Tri-Band WiFi 7 BE10000 Whole Home Mesh System - 6-Stream 10 Gbps, 4x2.5G Ports Wired Backhaul, 4X Smart Internal Antennas, VPN, MU-MIMO, HomeShield, Free Expert Support (3-Pack)",4.4,7440,2000,419.97,549.99,Networking,23.64
Braun Series 7 70S Electric Shaver Head Replacement Cassette â€“ Silver,4.7,29443,8000,43.99,43.99,Other Electronics,0
"Amazon Basics Male Dog Diapers, 30 Count, Small, Ultra Absorbent Disposable Wrap with Secure Fit, Leakproof and Comfortable",4.3,37880,10000,16.76,16.76,Other Electronics,0
"HP USB-C Dock G5-11-in-1 Adapter for Both USB-C and Thunderbolt-Enabled Laptops, PCs, & Notebooks - Single Cable for Charging, Networking, or Data Transfers - Great for Secure & Remote Management",4.2,866,3000,104.49,229.99,Laptops,54.57
"Sonos Era 100 - Black - Wireless, Alexa Enabled Smart Speaker",4.2,1685,3000,163.33,163.33,Smart Home,0
"Logitech C920S HD Pro Webcam, Full HD 1080p/30fps Video Calling, Clear Stereo Audio, Light Correction, Privacy Shutter, Works with Skype, Zoom, FaceTime, Hangouts, PC/Mac/Laptop/Tablet/XBox - Black",4.6,3267,4000,59.99,69.99,Laptops,14.29
"KODAK PIXPRO FZ55-RD 16MP Digital Camera 5X Optical Zoom 28mm Wide Angle 1080P Full HD Video 2.7"" LCD Vlogging Camera (Red) Packaging May Vary",4.4,4319,3000,129.99,149.99,Cameras,13.33
"Tile by Life360 Essentials - Bluetooth Trackers & Item Locators for Keys, Wallets, Remotes & More; Easily Find All Your Things. Both iOS and Android Compatible. 4-Pack (Mates/Slim/Sticker)",4.4,1111,5000,54.99,74.99,Phones,26.67
"ARRIS (SB8200) - Cable Modem - Fast DOCSIS 3.1 32x8 Gigabit Cable Modem , Approved for Comcast Xfinity, Cox, Charter Spectrum, & more | 1 Gbps Max Internet Speed, 4 OFDM Channels - (No Built-in Wifi)",4.2,19929,4000,169,169,Chargers & Cables,0
"Lexar 512GB Play PRO microSD Express Card, UHS-I, C10, U3, V30, Full HD, 4K, Up to 900/600 MB/s Memory Card, Compatible w/Nintendo-Switch 2, ASUS ROG Ally, Steam Deck, Gaming (LMSXPS0512G-BNNNU)",4.6,6718,5000,119.99,119.99,Laptops,0
"RCA 10.1"" WiFi Digital Picture Frame Uhale App Photo Frames Electronic HD IPS Touch Screen Display with 32GB Memory LED Lights, Support USB/SD Card, Slideshow, Instantly Share Photos Videos",4,5,,59.99,79.99,Storage,25
"Fila Smart Watch for Men Women (Answer/Make Calls), 1.95"" Fitness Watch with Heart Rate/Sleep Monitor, Step Counter, Fitness Tracker with 100+ Sports for Android iOS",4.7,63,,49.99,79.99,Phones,37.5
"Belkin MagSafe-Compatible Charger, 3-in-1 Wireless Charging Station, Qi2-Certified 15W Wireless Charge for Apple iPhone 16 Series, Apple Watch, AirPods w/Non-Slip Base, 40W Included - Black",4.4,3520,1000,119.99,119.99,Phones,0
"Sanus Height Adjustable Speaker Stand for Sonos Era 300â„¢ - 17"" Height Adjustment Sonos Stand Includes Carpet Spikes & Rubber Pads - Easy DIY Install Comes w/All Hardware - White",4.4,45,,179.99,179.99,Speakers,0
"KODAK 10.1 Inch WiFi Digital Picture Frame,1280x800 HD IPS Touch Screen, Electronic Smart Photo Frame with 32 GB Memory, Auto-Rotate, Instantly Share Photos/Videos from Anywhere",4.1,264,100,45.99,45.99,TV & Display,0
"Peak Design Slide Lite Camera Strap, Black, Configurable as a Sling, Neck or Shoulder Strap, Quick Release and Connection, Smooth and Grippy Side, Camera Straps for Photographers, 200 lb Capacity",4.7,7235,500,69.95,69.95,Cameras,0
"SHOKZ OpenRun - Open-Ear Bluetooth Bone Conduction Sport Headphones, Sweat Resistant Wireless Earphones for Workouts and Running, Built-in Mic, with Hair Band, Black",4.5,34545,3000,129.95,129.95,Phones,0
"Brother MFC-J4335DW INKvestment Tank Wireless All-in-One Color Inkjet Printer, Up to 1-Year of Ink in-Box, Duplex Printing, Mobile and Cloud Print, Works with Alexa",4,3665,4000,169.99,189.99,Smart Home,10.53
"Lenovo IdeaPad 3i Chromebook, 15.6â€ FHD Display, Intel Celeron N4500, 8GB RAM, 64GB eMMC, 1920x1080 px, 720p Camera, Chrome OS, Abyss Blue",4.3,971,3000,204.99,289.99,Laptops,29.31
"Tile by Life360 Slim - Wallet Finder, Bluetooth Tracker and Item Locator for Luggage Tags, Passports and More. Both iOS and Android Compatible. Phone Finder. 1-Pack (Black)",4.4,3731,10000,19.99,29.99,Phones,33.34
Dell Universal Dock UD22 Black,4.4,391,3000,134.99,134.99,Laptops,0
"Logitech M720 Triathlon Wireless Mouse, Bluetooth, USB Unifying Receiver, 1000 DPI, 6 Programmable Buttons, 2-Year Battery, Compatible with Laptop, PC, Mac, iPadOS - Black",4.5,12372,7000,22.91,22.91,Laptops,0
